"K","lik"
30,-6.88980865167038
30,-7.84078749385072
30,-8.33738177113089
30,-7.36384297726272
30,-7.0754272220695
30,-7.51938117147766
30,-7.01475661066833
30,-6.59229427455026
30,-7.47603307234355
30,-7.81005280569593
30,-7.14241249916349
30,-7.07540428486426
30,-7.60333256808325
30,-6.77945561643075
30,-7.82149614122475
30,-7.04032922682088
30,-7.69255484723155
30,-7.10788317462255
30,-7.57139577259689
30,-8.03959882308669
30,-6.55302381338178
30,-7.08439019534948
30,-8.01627673340967
30,-7.79847807120525
30,-7.32240529595064
30,-7.4150582266294
30,-7.09784130527498
30,-7.27185578422071
30,-6.5825336649839
30,-6.34825053647922
30,-7.2201050615782
30,-7.82756863990994
30,-7.77261317155448
30,-7.03688442807684
30,-7.15196838738327
30,-6.72624489471582
30,-7.20808178657203
30,-7.6664404133946
30,-8.04673774941775
30,-6.72373151109834
30,-7.22614876222358
30,-6.30252640675693
30,-7.52822141855307
30,-7.14707528760664
30,-8.53899917398179
30,-7.69349396907681
30,-7.04365407433769
30,-6.80262589023153
30,-5.99351681251835
30,-7.2504831931078
30,-7.82702171610448
30,-6.89386307671585
30,-7.41243034749627
30,-8.66307574567334
30,-7.43285982668306
30,-7.25904656906049
30,-7.3361312108506
30,-7.41942341443763
30,-7.71620796074985
30,-7.1673181764797
30,-7.07390800198717
30,-6.84534069539747
30,-8.28827961238304
30,-7.60462056228203
30,-7.82690803548859
30,-6.8775414620401
30,-8.50533296044229
30,-6.81842673083225
30,-7.29511788747821
30,-7.30808261665035
30,-7.26661473740757
30,-7.54667174839966
30,-6.88881388705381
30,-7.39104460446467
30,-7.63694542026649
30,-7.13634812457134
30,-7.33979825466526
30,-7.15733347102736
30,-6.71644238925919
30,-7.66700424979758
30,-7.10696367406396
30,-7.99466582706512
30,-7.86883452384982
30,-7.37566241051784
30,-8.08072417155625
30,-7.97302276116354
30,-6.29148797819252
30,-6.03454612946519
30,-7.56081065316397
30,-8.35196948785169
30,-6.89919163817105
30,-6.90946261762768
30,-7.9187090904968
30,-7.24812586825288
30,-7.30875733908575
30,-6.571225307684
30,-7.85380630126695
30,-7.2349902230364
30,-7.22768701173261
30,-7.11406626385558
30,-5.94591397368733
30,-7.48652383865205
30,-6.88706607766182
30,-7.25499041439409
30,-7.94591508486497
30,-7.22411629640398
30,-7.45131746737063
30,-6.25374238680137
30,-6.83399965569257
30,-6.78247224251178
30,-7.68918889536776
30,-7.44176357124079
30,-7.45096432896762
30,-7.49235958755859
30,-7.45675805185859
30,-6.91704951497603
30,-7.92057909516658
30,-7.41812654845999
30,-7.99240688237461
30,-8.09486355087281
30,-7.85021475853851
30,-7.97096370491699
30,-6.89584467260934
30,-6.71214479494988
30,-7.77308373856369
30,-7.65734524358892
30,-7.24220394236303
30,-7.68428942299729
30,-7.18761235050412
30,-7.73973793945007
30,-7.72255818087864
30,-7.60322950566163
30,-7.18702155520828
30,-6.94665440672041
30,-8.29466082315979
30,-7.44663215519932
30,-7.76968334979248
30,-7.15492950125473
30,-8.03331573960495
30,-7.38751042447428
30,-7.69501192099681
30,-6.73668180619936
30,-7.61278067930974
30,-8.51079629982135
30,-7.68482329446422
30,-7.23289136387045
30,-7.09728305787482
30,-6.40481191520543
30,-6.73332728412846
30,-7.58825279072083
30,-6.9322754274207
30,-7.68461250405236
30,-7.7408466317599
30,-7.50595573420782
30,-8.17507873108742
30,-7.55516041483632
30,-7.3798141067734
30,-6.3505167712618
30,-6.72289393868841
30,-7.22486400568382
30,-7.1845272730053
30,-7.63384214637825
30,-6.88976788130239
30,-7.04374484056739
30,-7.19603888090486
30,-7.31793424430551
30,-7.3431495980364
30,-7.39194369582549
30,-7.66319890133195
30,-7.78660990829484
30,-6.85974469292302
30,-8.03164444541837
30,-7.83957273040586
30,-7.73394144273512
30,-7.10720858067316
30,-7.96972486382466
30,-7.61273382885472
30,-7.59092609279715
30,-7.29928334138074
30,-7.72107573455533
30,-8.03317947932736
30,-8.18935258908253
30,-7.91980954909836
30,-7.52445506196965
30,-6.89759740509313
30,-6.86238702114876
30,-6.6872455305122
30,-7.39014697318114
30,-7.40715349775224
30,-8.00298738159677
30,-7.2350198149425
30,-7.67697668450767
30,-6.68198322884069
30,-6.98499252154356
30,-7.61295488895334
30,-6.80878817303641
30,-7.40919534027844
30,-8.01896190226003
30,-8.21800555667222
30,-6.95302215823701
30,-7.17904543829828
30,-6.62999809534884
30,-7.31017707473998
30,-7.17420921547163
30,-8.073471616641
30,-7.69706316763432
30,-7.6654732930788
30,-7.64297700909011
30,-7.3454573221827
30,-7.25685109269345
30,-6.62830584844728
30,-6.61884486810484
30,-6.57814113542162
30,-6.87216861519713
30,-7.09963620603423
30,-7.51077031465723
30,-7.59214318189253
30,-7.10775558233432
30,-7.41841265732321
30,-7.46744505176983
30,-7.06090562601562
30,-7.55933604241426
30,-7.07486017683221
30,-8.38485590040134
30,-6.89063151130257
30,-7.55549187558452
30,-8.19738571821204
30,-7.50160697214602
30,-6.70856272653475
30,-6.9921783250879
30,-6.03768411485265
30,-7.15568842612522
30,-7.10597590543789
30,-7.16093631247154
30,-6.51959857321188
30,-7.54370323759005
30,-7.03805940646795
30,-8.05574703510568
30,-6.7514165666005
30,-7.44393595538338
30,-7.89841161927579
30,-6.97534971476594
30,-6.731356852544
30,-7.37349586551739
30,-8.47482231805745
30,-7.52551767106952
30,-7.23328756798846
30,-7.03677666823435
30,-7.39540579741173
30,-7.55757123344734
30,-7.79159494051068
30,-6.75597291931918
30,-7.36110300238149
30,-6.52880328877268
30,-7.72813366831336
