"K","holdout","lik"
70,1,-7.18767074493523
70,1,-6.89454601163562
70,1,-7.10104662480953
70,1,-6.33728607664099
70,1,-6.94686923328053
70,1,-7.9417906512559
70,1,-6.78293234126979
70,1,-7.06634445140722
70,1,-7.6892892308295
70,1,-7.54302692509653
70,1,-7.78872834594481
70,1,-7.19272303714497
70,1,-7.89667463068047
70,1,-7.8049669626526
70,1,-6.83594400945926
70,1,-7.28288552616863
70,1,-7.23080360913817
70,1,-7.75691067655151
70,1,-7.57221925966452
70,1,-7.58934631927862
70,1,-6.90140902957381
70,1,-7.73165776776566
70,1,-8.21292697024046
70,1,-6.83732558893313
70,1,-7.28170836697123
70,1,-7.43581159822202
70,1,-7.61097885791019
70,1,-8.61106726371105
70,1,-7.70425408437377
70,1,-7.308529544627
70,1,-7.21942240817732
70,1,-7.45201428013941
70,1,-7.1864897302311
70,1,-7.57459402652255
70,1,-7.96421130849569
70,1,-6.46736751772705
70,1,-7.67271893354445
70,1,-8.06407497353648
70,1,-7.99235025295529
70,1,-8.00056654228619
70,1,-7.72830043146873
70,1,-7.85849318830955
70,1,-7.42069583012749
70,1,-8.05326584997111
70,1,-8.44287123665699
70,1,-7.79732183938586
70,1,-7.45893985877432
70,1,-6.6456304690077
70,1,-6.69206460915785
70,1,-7.21916804468014
70,1,-7.24775178422383
70,1,-7.33423553602869
70,1,-7.52772206235348
70,1,-7.06129941260333
70,1,-7.14424480919205
70,1,-6.61973789331684
70,1,-7.69738065677745
70,1,-8.03441391922744
70,1,-7.74441251664199
70,1,-7.72476157570525
70,1,-6.84795251503441
70,1,-7.65140212584851
70,1,-7.63638536676446
70,1,-7.51596270374728
70,1,-7.69969811236948
70,1,-6.75737585119282
70,1,-6.720553823877
70,1,-7.63018345114995
70,1,-7.17387421980108
70,1,-7.29337142782318
70,1,-7.25329442062001
70,1,-7.04839798529171
70,1,-6.32652017235022
70,1,-7.05696139520438
70,1,-7.73093042605424
70,1,-7.72052961742832
70,1,-7.3220352825989
70,1,-6.55054169918207
70,1,-7.40376072538343
70,1,-7.3544612465002
70,1,-5.6486235491368
70,1,-8.37077195193139
70,1,-7.0043755487662
70,1,-6.66362716433555
70,1,-7.8805377073104
70,1,-8.03784976771809
70,1,-7.77776137663994
70,1,-6.94546244619688
70,1,-7.53315526389251
70,1,-7.36872637653325
70,1,-7.42836282580266
70,1,-7.37538164507284
70,1,-7.32351874687261
70,1,-8.07735210101994
70,1,-6.59011743434517
70,1,-7.25220617570914
70,1,-6.5308821887171
70,1,-7.90391374876417
70,1,-6.77284693514915
70,1,-7.21744823814114
70,1,-7.22140211531495
70,1,-7.01804368079532
70,1,-7.30878856477746
70,1,-7.35512704870308
70,1,-7.32412639926995
70,1,-6.87420256716309
70,1,-8.87132417505435
70,1,-7.62410670920287
70,1,-7.88477869487688
70,1,-7.14900254726891
70,1,-6.74612183009735
70,1,-8.13209714343894
70,1,-7.47526843425969
70,1,-7.68535082911061
70,1,-7.31844780643054
70,1,-6.36800045537304
70,1,-8.0628115895962
70,1,-6.77814284776501
70,1,-7.53163227278184
70,1,-7.36183485077238
70,1,-7.75651107397368
70,1,-7.97259767988473
70,1,-7.35978805371268
70,1,-7.12695450825307
70,1,-7.67918126191342
70,1,-7.53356183541512
70,1,-7.52606930854799
70,1,-6.90989023860497
70,1,-7.12009695518891
70,1,-7.59803281170489
70,1,-7.73303979804481
70,1,-7.53358015438588
70,1,-7.29185631862132
70,1,-7.77423805085232
70,1,-7.67356946352907
70,1,-6.90184827259236
70,1,-6.6482571415899
70,1,-7.49806967046591
70,1,-8.1533691487326
70,1,-7.60611598593021
70,1,-8.16663806554824
70,1,-7.23817832133875
70,1,-7.9587393941022
70,1,-6.51460606186119
70,1,-7.42199340141762
70,1,-7.14802769037425
70,1,-7.54296286475846
70,1,-7.99443646433266
70,1,-7.02302720294351
70,1,-7.31672044033222
70,1,-7.48575510742145
70,1,-8.04948374649435
70,1,-7.99610546093339
70,1,-7.00687229450992
70,1,-7.79959085776232
70,1,-6.96223070589765
70,1,-8.05976785953925
70,1,-8.01008952654225
70,1,-7.71427439334873
70,1,-6.60880813698388
70,1,-7.52823019057633
70,1,-6.64060530690701
70,1,-7.48388099428861
70,1,-7.43875637095926
70,1,-7.72988734667078
70,1,-6.8195684116298
70,1,-8.27328044715778
70,1,-7.08536278420914
70,1,-7.4239243257164
70,1,-7.3634667392514
70,1,-7.2385801683373
70,1,-6.45174777297323
70,1,-7.32804977405086
70,1,-6.82330681196233
70,1,-8.17660811194954
70,1,-7.5813312680331
70,1,-7.37041065025287
70,1,-6.39838058029076
70,1,-7.36564127482082
70,1,-7.58400643983584
70,1,-7.13057157748581
70,1,-7.7160227058353
70,1,-7.17234242365079
70,1,-7.86198116369201
70,1,-7.22448049567548
70,1,-7.04934394553406
70,1,-7.96298057675166
70,1,-7.74374686032611
70,1,-7.3812766466668
70,1,-7.37087292754658
70,1,-6.90943686696636
70,1,-7.69076191348173
70,1,-6.69473349832131
70,1,-7.6509454653299
70,1,-7.71772746367415
70,1,-8.05360551348875
70,1,-7.14452178409478
70,1,-6.65525346935703
70,1,-7.93950336482552
70,1,-7.18656805211001
70,1,-7.69176795468742
70,1,-7.96742549617568
70,1,-7.11348889695123
70,1,-7.07164739606625
70,1,-7.64615421332942
70,1,-8.01925383090911
70,1,-6.85989839175163
70,1,-7.94522167756763
70,1,-6.92844935041025
70,1,-8.87746243026151
70,1,-7.79125748232082
70,1,-7.02987263421987
70,1,-7.34456112718935
70,1,-6.95391048186181
70,1,-7.26368859157854
70,1,-7.32348790797065
70,1,-7.67352887274162
70,1,-7.18129546826968
70,1,-7.38322994610317
70,1,-7.85556509484795
70,1,-7.01829998126592
70,1,-6.96292570797305
70,1,-7.28815727237206
70,1,-7.17637543357135
70,1,-7.18229156460471
70,1,-7.29158549067997
70,1,-7.12224423671861
70,1,-6.72334801424995
70,1,-7.0456079064105
70,1,-7.67835113352116
70,1,-7.56765306566508
70,1,-7.38251845389615
70,1,-8.0637684450668
70,1,-7.58971241538779
70,1,-7.49692147143516
70,1,-7.23845316968585
70,1,-7.15857895384491
70,1,-7.28929791097491
70,1,-7.68791355213926
70,1,-7.33741286416292
70,1,-7.9170350126615
70,1,-6.98997583896569
70,1,-7.32579851480521
70,1,-7.85197904432636
70,1,-7.54176123838501
70,1,-7.78174749960758
70,1,-7.60437628300222
70,1,-7.51697504669347
70,1,-6.99053043230632
70,1,-8.31536468139565
70,1,-8.11086807925985
70,1,-7.0047095865938
70,1,-6.09946509583056
70,1,-7.69576845291774
70,1,-7.4891516092255
70,1,-7.48498297327172
70,1,-7.55794942368385
70,1,-8.18142426920918
70,1,-7.9205854652642
70,1,-7.23546207493933
70,1,-7.38818709551795
70,1,-7.10651650484847
70,1,-8.01803423729279
70,1,-7.21680082421023
70,1,-7.04107549030791
70,1,-7.93951603806363
70,1,-6.8374131072011
70,1,-7.2374571355435
70,1,-6.65581193186681
70,1,-7.50066464850479
70,1,-7.0721516577457
70,1,-6.9291711789833
70,1,-7.16508153654133
70,1,-7.47617670409703
70,1,-7.08392581013722
70,1,-7.70805593960948
70,1,-7.56545152915845
70,1,-8.48932754431603
70,1,-7.63278058517015
70,1,-7.23097121716532
70,1,-8.29356422008887
70,1,-7.97800994932925
70,1,-6.83343436171329
70,1,-7.5456697427789
70,1,-7.3329582050367
70,1,-6.90635196390918
70,1,-7.51156352848349
70,1,-7.54750578551137
70,1,-8.1252571160522
70,1,-7.90640080870577
70,1,-7.55918385224345
70,1,-6.92708972334797
70,1,-7.05876562325946
70,1,-7.43377586586911
70,1,-7.31780656025573
70,1,-7.33364286688307
70,1,-7.46244386104367
70,1,-7.49559119246775
70,1,-6.41726281320191
70,1,-8.04964577971031
70,1,-7.53703237053018
70,1,-7.79507253803542
70,1,-6.94824183777317
70,1,-6.91901419273513
70,1,-7.70509069013081
70,1,-7.22295683870326
70,1,-7.51661164808155
70,1,-7.19973388030147
70,1,-7.5634704692684
70,1,-6.8039530684272
70,1,-8.29686673914346
70,1,-7.63797766155878
70,1,-7.052637726628
70,1,-7.45340745575557
70,1,-7.12766098522068
70,1,-7.61566027242321
70,1,-7.45123074578473
70,1,-7.26770390575006
70,1,-7.29047650553943
70,1,-7.51921603649519
70,1,-7.25099936041043
70,1,-7.58846802358376
70,1,-7.77218367191858
70,1,-7.92905066318827
70,1,-7.06244578210522
70,1,-6.91980382429493
70,1,-7.15523863147794
70,1,-7.69556198681105
70,1,-7.21380969933482
70,1,-7.38810302942752
70,1,-6.87437930176544
70,1,-8.13558291662518
70,1,-7.46953528702532
70,1,-7.18081192418389
70,1,-7.78967980680091
70,1,-7.84449461817238
70,1,-7.77980479826254
70,1,-7.85594486030857
70,1,-7.5325681546755
70,1,-7.23046263380902
70,1,-6.72704351611432
70,1,-7.26990088056698
70,1,-7.99281268614225
70,1,-7.65697424210432
70,1,-7.81977403965572
70,1,-7.59119747992392
70,1,-8.61143938814724
70,1,-7.23107330851384
70,1,-7.56792709917903
70,1,-7.35021913281163
70,1,-7.85722034710753
70,1,-6.89912395231847
70,1,-8.1094855612265
70,1,-8.29897054754808
70,1,-7.41074795594303
70,1,-7.00879440623523
70,1,-7.79253574345053
70,1,-6.83151564562052
70,1,-6.0759036432759
70,1,-7.60355003018453
70,1,-7.51624633810854
70,1,-6.93303308116365
70,1,-7.81619180079086
70,1,-6.56579863299415
70,1,-7.42426114721295
70,1,-6.97359457160892
70,1,-7.15343998049145
70,1,-6.69421013738273
70,1,-6.85385600240598
70,1,-7.7487039461862
70,1,-7.21926615716111
70,1,-7.27109057713529
70,1,-7.12761188190388
70,1,-7.40967850333635
70,1,-8.06935587464664
70,1,-6.79114702265861
70,1,-7.78141657261296
70,1,-7.34867056404253
70,1,-7.86881879181714
70,1,-7.91604187694566
70,1,-7.41091815997592
70,1,-7.32359513261428
70,1,-7.49786894983421
70,1,-6.59663214785899
70,1,-6.92656323935036
70,1,-7.50820951880351
70,1,-7.06199714197102
70,1,-6.81289324809282
70,1,-7.47333981934371
70,1,-7.23035897354896
70,1,-7.63494683674885
70,1,-7.60390355853507
70,1,-7.00316974763062
70,1,-7.08395707825701
70,1,-8.25435401352107
70,1,-8.02658515289392
70,1,-7.36983427315094
70,1,-7.65606878742409
70,1,-7.08720725840574
70,1,-8.06768891740282
70,1,-8.06145132897074
70,1,-8.16762692309145
70,1,-7.70708077642281
70,1,-6.11956407990875
70,1,-7.62134690604428
70,1,-6.99919199355284
70,1,-7.34854043085334
70,1,-6.81710341760559
70,1,-6.87063842933595
70,1,-6.71789478431518
70,1,-7.3151595350868
70,1,-7.66938153510212
70,1,-7.0969453416272
70,1,-7.68965987085701
70,1,-7.02301992934587
70,1,-7.78927263945457
70,1,-7.72492450229923
70,1,-7.77754571231596
70,1,-7.68020214382088
70,1,-7.39871311323052
70,1,-7.93889297447664
70,1,-7.44252822947596
70,1,-7.07250318915022
70,1,-8.04953498939581
70,1,-6.95093793004297
70,1,-7.81008895402255
70,1,-7.03902022575387
70,1,-7.8088420426462
70,1,-7.11595406923584
70,1,-7.62338608293574
70,1,-7.00205784236991
70,1,-7.45424479672125
70,1,-6.34368033767758
70,1,-6.60969473278837
70,1,-7.64858103312651
70,1,-7.85161239802267
70,1,-7.46797159860707
70,1,-8.30038411957108
70,1,-6.9568136022459
70,1,-7.38383480208615
70,1,-6.42976915036604
70,1,-7.3295858102155
70,1,-7.04921456201423
70,1,-7.41554606717598
70,1,-7.69105210439304
70,1,-7.0484282889904
70,1,-6.70540904174366
70,1,-7.41695546478875
70,1,-6.58196102296747
70,1,-7.39117231532051
70,1,-7.47961759160489
70,1,-8.0598630201141
70,1,-8.63603733283719
70,1,-7.42707774631915
70,1,-7.47282717483818
70,1,-7.55145877261917
70,1,-7.66776466189984
70,1,-7.62791522434181
70,1,-6.93911471908288
70,1,-7.74386597103914
70,1,-7.41682784343829
70,1,-7.83090663451512
70,1,-6.80003438958346
70,1,-6.44262637431481
70,1,-7.76669014529227
70,1,-7.72471018669808
70,1,-8.17829865236937
70,1,-6.96659217440104
70,1,-6.32020591629075
70,1,-6.50382685696253
70,1,-7.02184869647837
70,1,-7.46433620064659
70,1,-7.95334756367665
70,1,-7.47636349005422
70,1,-7.81084109942755
70,1,-7.09659260857763
70,1,-7.02958560423684
70,1,-8.14854033810606
70,1,-7.61095920954916
70,1,-7.43015936904649
70,1,-7.29610565879878
70,1,-6.52030364942107
70,1,-7.88691256676103
70,1,-7.16967449946165
70,1,-7.1805228121285
70,1,-7.97051695661386
70,1,-7.07982628583406
70,1,-6.79862944334583
70,1,-7.05881532098202
70,1,-6.75925593054967
70,1,-7.43583421177204
70,1,-7.48661931460042
70,1,-6.26872816536896
70,1,-7.0715486431531
70,1,-7.41050081008684
70,1,-7.44742370508861
70,1,-8.02729639364213
70,1,-7.00606110427552
70,1,-7.55835266951121
70,1,-6.58173456584054
70,1,-7.05503607442224
70,1,-7.54103468555044
70,1,-6.27717048901029
70,1,-8.3179325176015
70,1,-7.48002700824394
70,1,-7.78108547242955
70,1,-7.3545181838861
70,1,-7.01528181383749
70,1,-6.38115312369131
70,1,-7.40341998094343
70,1,-8.01657126023353
70,1,-7.40714467538354
70,1,-7.20362319171416
70,1,-8.5329534296005
70,1,-8.50561854238906
70,1,-6.7716136062819
70,1,-7.45373171878981
70,1,-7.45503072730053
70,1,-7.40851310610704
70,1,-7.32805417949014
70,1,-8.44680199047667
70,1,-7.66619001097372
70,1,-6.0723166934183
70,1,-7.34835531726806
70,1,-7.95750713783287
70,1,-7.8105626973453
70,1,-6.42696297806356
70,1,-7.90095647509366
70,1,-7.62384417150645
70,1,-7.04273677142667
70,1,-7.51820785698563
70,1,-6.98687357246239
70,1,-6.91474459423722
70,1,-7.03474833916407
70,1,-7.30640132563215
70,1,-7.04711917332321
70,1,-7.27947715834317
70,1,-8.07872418067941
70,1,-6.74061626661338
70,1,-7.07794461490959
70,1,-7.80598035179774
70,1,-6.85701763141791
70,1,-7.17500503169483
70,1,-8.08479089628023
70,1,-6.59855297071704
70,1,-6.53758313984717
70,1,-7.25048800242778
70,1,-7.64619421528138
70,1,-7.48115883530189
70,1,-7.64957049853044
70,1,-6.67716974578124
70,1,-7.35574816584093
70,1,-7.88551742202088
70,1,-7.07271027076931
70,1,-7.2021915686411
70,1,-7.33482763895412
70,1,-7.29921633175652
70,1,-7.84303222125021
70,1,-7.49139404066722
70,1,-7.33044885164897
70,1,-7.87202126231919
70,1,-7.54965125386304
70,1,-7.18506241364365
70,1,-7.16941200146319
70,1,-8.03039279510972
70,1,-7.80845015509725
70,1,-7.16947613486617
70,1,-7.72035712201961
70,1,-7.5558395048092
70,1,-7.61165801069498
70,1,-7.42490494639473
70,1,-5.78191239378331
70,1,-7.88521898285433
70,1,-7.01091732272458
70,1,-7.46385806968739
70,1,-7.81686926338011
70,1,-7.17622379806644
70,1,-6.80602530593788
70,1,-7.0722708042462
70,1,-7.73734740690587
70,1,-7.56288520432316
70,1,-7.60536236640049
70,1,-7.94171428565827
70,1,-7.31636623678625
70,1,-6.69325434460068
70,1,-7.50949980816093
70,1,-8.22621804711163
70,1,-7.13962751830097
70,1,-7.36626762051818
70,1,-8.91518898522185
70,1,-7.0013917648584
70,1,-8.03436323490976
70,1,-7.68806272945947
70,1,-7.55461480973856
70,1,-6.95423028638514
70,1,-6.596323693199
70,1,-7.11941308019474
70,1,-7.15114366003401
70,1,-7.38759145138323
70,1,-7.64913261235545
70,1,-7.8250282391946
70,1,-6.61752883649616
70,1,-7.2908833916641
70,1,-7.74521283998022
70,1,-7.07843112446626
70,1,-6.78719865030975
70,1,-7.69664752671088
70,1,-6.71186278499882
70,1,-7.02652536480435
70,1,-7.97599200573256
70,1,-8.29948053169114
70,1,-7.352286560782
70,1,-7.48226818773122
70,1,-7.5508213037501
70,1,-7.30655294427507
70,1,-8.17280335525998
70,1,-7.60808086103151
70,1,-6.65709539351622
70,1,-7.23348943571814
70,1,-8.14086188677461
70,1,-7.16920698112343
70,1,-7.57779525528505
70,1,-8.57076909266052
70,1,-7.47605973577564
70,1,-7.9965791791969
70,1,-8.12835309970233
70,1,-6.93971013698856
70,1,-7.05792355289652
70,1,-7.50348014039088
70,1,-7.50618390903429
70,1,-7.76613427123744
70,1,-7.39631613014907
70,1,-8.33153529230943
70,1,-7.18008499011348
70,1,-7.70375745508279
70,1,-7.21792508539031
70,1,-8.26145494410319
70,1,-7.78461896350204
70,1,-7.60966535956469
70,1,-6.31419769314248
70,1,-7.60811363447207
70,1,-6.78253754355391
70,1,-7.50651833268477
70,1,-7.49878067962537
70,1,-6.52532739997444
70,1,-6.78036251405596
70,1,-7.02484666575843
70,1,-7.12034389022586
70,1,-7.05887843402077
70,1,-7.65295462018802
70,1,-7.62888154517232
70,1,-6.86644068556553
70,1,-6.86081368897626
70,1,-7.43121661028468
70,1,-6.37943628308487
70,1,-8.14991040178116
70,1,-7.34082622007765
70,1,-7.27548320139197
70,1,-6.92506165061934
70,1,-7.31244850769148
70,1,-7.0649210243451
70,1,-8.02788126250181
70,1,-8.2374958037719
70,1,-7.10700277472347
70,1,-7.19558452510107
70,1,-7.37964363087497
70,1,-6.35656835225283
70,1,-7.2484263686178
70,1,-8.22714017239933
70,1,-7.59028151788916
70,1,-6.68129216421135
70,1,-8.17791384416432
70,1,-7.02024888280235
70,1,-7.23299180719628
70,1,-7.4779049219501
70,1,-7.20716053561302
70,1,-7.57081606382251
70,1,-6.8288018186252
70,1,-7.27294155666185
70,1,-7.8268570931652
70,1,-7.28952802823102
70,1,-7.06723882641522
70,1,-7.15571855266494
70,1,-7.61427763754084
70,1,-7.49836212200962
70,1,-7.44101833209293
70,1,-6.62614252827495
70,1,-7.23941485556277
70,1,-7.9891410877837
70,1,-7.95589084231288
70,1,-7.00122291112406
70,1,-7.23233477950517
70,1,-7.16769120776451
70,1,-7.12100904612173
70,1,-7.29689858313654
70,1,-7.28491264126531
70,1,-6.63218187456556
70,1,-7.64564224789607
70,1,-7.59519200625011
70,1,-7.01617939142689
70,1,-7.51792091138
70,1,-7.5081718168745
70,1,-6.93073945637264
70,1,-7.23199843703489
70,1,-7.2993774310865
70,1,-7.01939217119794
70,1,-7.43929302000159
70,1,-7.00677550235197
70,1,-7.49727089740485
70,1,-7.57553164823933
70,1,-6.98441270569257
70,1,-7.87295404987938
70,1,-8.05943735102357
70,1,-6.83959186147082
70,1,-7.82455915263941
70,1,-6.90238462496809
70,1,-8.33200581076607
70,1,-6.82116868823102
70,1,-5.99666129037067
70,1,-7.01371291496213
70,1,-8.39612497819505
70,1,-7.65020637579142
70,1,-7.3212535650827
70,1,-8.37334984880817
70,1,-7.46922092831796
70,1,-7.00815633663887
70,1,-7.3236736077857
70,1,-7.90462921401655
70,1,-8.10933596444563
70,1,-7.55239304136393
70,1,-7.22688172066329
70,1,-7.42433504180389
70,1,-6.92135271753273
70,1,-7.71438753463215
70,1,-7.1997709375059
70,1,-7.46738869587038
70,1,-7.88995021571527
70,1,-6.63421366582261
70,1,-7.19519152080267
70,1,-7.40389596918049
70,1,-7.39902180628027
70,1,-7.97349746655044
70,1,-7.32042744588678
70,1,-7.06220803241851
70,1,-7.62670420753275
70,1,-7.5663730228834
70,1,-6.54091283440917
70,1,-7.57796402509917
70,1,-8.07956561360369
70,1,-7.78138084671531
70,1,-8.0035500874611
70,1,-7.96586385788352
70,1,-7.16193784859581
70,1,-7.54431779464702
70,1,-6.89707079205272
70,1,-7.30539839716117
70,1,-7.1606673889805
70,1,-6.36997236909791
70,1,-7.78531484464639
70,1,-6.86980595286012
70,1,-7.17017447661669
70,1,-7.35892103400462
70,1,-7.06382585309958
70,1,-7.54172746790788
70,1,-8.06196271665767
70,1,-7.25229153865178
70,1,-7.03395954236313
70,1,-7.57811804987985
70,1,-7.62525559081353
70,1,-6.92388943286467
70,1,-7.99982430441236
70,1,-6.71464703903581
70,1,-7.28486351219003
70,1,-7.85296588066554
70,1,-7.43478828669769
70,1,-8.0152416047757
70,1,-7.27249068274192
70,1,-7.7099871572376
70,1,-6.50768044378949
70,1,-7.29644809079875
70,1,-7.53858404202801
70,1,-7.76137539020455
70,1,-7.30825458370998
70,1,-8.04797083364265
70,1,-7.12579180476634
70,1,-8.50825946771094
70,1,-6.01120366062239
70,1,-7.23942747342258
70,1,-7.00209130820326
70,1,-8.55723797814804
70,1,-7.55885332612811
70,1,-8.0197658287362
70,1,-7.60826941091322
70,1,-6.99121708768103
70,1,-7.51878495397635
70,1,-8.07981180838984
70,1,-7.36086895379439
70,1,-7.24685193101004
70,1,-7.21595618869263
70,1,-8.24206742393841
70,1,-8.15895040291399
70,1,-6.62964757440021
70,1,-7.35586098195372
70,1,-7.78136693670198
70,1,-6.81716514657852
70,1,-6.61902643106526
70,1,-6.89120599072472
70,1,-7.36879602154165
70,1,-7.91000533656769
70,1,-7.5475236406321
70,1,-6.49069908700617
70,1,-7.92565647601558
70,1,-7.01135723228825
70,1,-7.51833312440787
70,1,-6.66537352404342
70,1,-7.36332872910605
70,1,-7.57369300175531
70,1,-7.49672473190991
70,1,-7.6606818304498
70,1,-7.99242539178613
70,1,-6.9668952388182
70,1,-7.68468616763006
70,1,-7.49354258132724
70,1,-7.68096063113878
70,1,-7.80550096945509
70,1,-7.90895806061366
70,1,-7.36095555254481
70,1,-6.89165887738349
70,1,-6.89948799725475
70,1,-7.35983245094329
70,1,-7.9472928115862
70,1,-7.96591799674346
70,1,-7.21169356990396
70,1,-7.26974325537879
70,1,-8.109019894707
70,1,-7.85379436438334
70,1,-8.24476716858266
70,1,-6.91283917980988
70,1,-5.92720313568091
70,1,-6.23264764388468
70,1,-7.61421391999458
70,1,-6.63673637839119
70,1,-7.28993380719638
70,1,-7.01674484278641
70,1,-7.78745435021223
70,1,-7.76737333794856
70,1,-6.84245420155647
70,1,-7.42828159020309
70,1,-6.75200080966572
70,1,-7.0595841083652
70,1,-6.08126016423879
70,1,-7.50077878547584
70,1,-7.42498815701037
70,1,-7.45944224912421
70,1,-7.38591692813337
70,1,-7.34582628924263
70,1,-7.10923079621262
70,1,-6.95219897915873
70,1,-7.17204420851523
70,1,-7.8712619292947
70,1,-6.72168113017606
70,1,-7.14805368246629
70,1,-7.3945469012779
70,1,-7.13115913001496
70,1,-7.57616857822324
70,1,-7.67284189467138
70,1,-7.79294195985742
70,1,-6.91644899090362
70,1,-8.02558522598715
70,1,-7.48536195096023
70,1,-8.26450289260068
70,1,-7.75780896655372
70,1,-6.74673876180899
70,1,-6.78595093064718
70,1,-7.63160802118725
70,1,-8.17497556820024
70,1,-7.16207764270735
70,1,-7.46167020621593
70,1,-7.25034913278146
70,1,-6.94143820306729
70,1,-7.62495282363839
70,1,-7.08125784527837
70,1,-7.67083272112987
70,1,-7.14819615970571
70,1,-7.46381997840963
70,1,-7.60182510866153
70,1,-6.58409445512335
70,1,-7.95592392019352
70,1,-7.78964078401267
70,1,-7.92161208821334
70,1,-8.05508226519393
70,1,-7.53424784496533
70,1,-7.54761757819783
70,1,-7.82583140217961
70,1,-7.46817907593178
70,1,-6.92274141706659
70,1,-8.04236756258123
70,1,-8.21587735954571
70,1,-7.17513358905514
70,1,-7.51081190617434
70,1,-7.1479215577411
70,1,-7.95457410365911
70,1,-7.30025010530775
70,1,-7.06161399058002
70,1,-7.90325482000467
70,1,-7.68458127192938
70,1,-7.93094762165671
70,1,-6.7926278426873
70,1,-7.3918215981638
70,1,-7.12471421603717
70,1,-7.35244035193286
70,1,-7.52695484345075
70,1,-7.97783762837744
70,1,-6.75325398825466
70,1,-7.24626335956966
70,1,-6.8945454547174
70,1,-7.53680107953117
70,1,-7.58154776481411
70,1,-7.79853231546532
70,1,-7.37134719286691
70,1,-7.82645623345447
70,1,-8.79377012021446
70,1,-8.13966681423248
70,1,-8.0633881020932
70,1,-7.84351849063651
70,1,-7.52880829382024
70,1,-7.81924498300133
70,1,-7.97079949252133
70,1,-7.71504775991179
70,1,-6.82069928718258
70,1,-7.76832617658065
70,1,-6.74684854278667
70,1,-6.16285573886009
70,1,-7.72008809985926
70,1,-7.32487636548325
70,1,-6.97544899687119
70,1,-7.48034869853211
70,1,-7.56971793149681
70,1,-7.09049046238163
70,1,-7.8080809672418
70,1,-7.30474300569988
70,1,-7.28871691427955
70,1,-6.49129585615803
70,1,-8.40177993642648
70,1,-6.81776796524359
70,1,-7.17920580122432
70,1,-7.89531928999304
70,1,-7.89467192028212
70,1,-7.43896293565633
70,1,-8.05630906595005
70,1,-7.55244894925681
70,1,-7.18627773968186
70,1,-7.34991415254084
70,1,-7.21847571324993
70,1,-6.64507306615027
70,1,-6.99628107491652
70,1,-7.97422507537148
70,1,-7.99964684054611
70,1,-6.86621092972441
70,1,-7.36979164276921
70,1,-7.00075832391753
70,1,-7.72802705056918
70,1,-7.86345286237313
70,1,-6.70949246415537
70,1,-6.50121553068868
70,1,-6.89351470525092
70,1,-7.2508182723156
70,1,-7.78150757605144
70,1,-7.40168878080316
70,1,-6.92077594291058
70,1,-7.18643114363581
70,1,-7.78566299965018
70,1,-7.49541963114039
70,1,-6.9970898980754
70,1,-6.97809542417305
70,1,-7.27421496082153
70,1,-7.43980429468306
70,1,-7.34344457676754
70,1,-7.32174900822023
70,1,-6.97755169082634
70,1,-7.05959220052318
70,1,-7.13396657959917
70,1,-7.82669548514157
70,1,-7.53310100545842
70,1,-7.74122218371824
70,1,-6.94064990716357
70,1,-6.94647962638263
70,1,-7.14458049180352
70,1,-7.8791023909719
70,1,-7.4244601155675
70,1,-7.3195238895237
70,1,-8.18298765767736
70,1,-7.59537751356858
70,1,-7.96129714622231
70,1,-7.04651759000091
70,1,-8.0025004596004
70,1,-7.74338512496792
70,1,-6.65088952488942
70,1,-7.71655842835854
70,1,-7.17744339528617
70,1,-7.2442036633477
70,1,-6.73086040634008
70,1,-7.64980581173699
70,1,-6.89187807499849
70,1,-5.71627321879666
70,1,-7.22875281008254
70,1,-7.31136960704395
70,1,-7.91101330575515
70,1,-7.84656379226813
70,1,-7.14273527354136
70,1,-7.26325385710777
70,1,-7.44275097665996
70,1,-7.3707306185214
70,1,-7.95627609665396
70,1,-7.11577073054559
70,1,-6.65964871026506
70,1,-8.01417821197025
70,1,-7.00485560991281
70,1,-7.70891518731784
70,1,-7.09616449136183
70,1,-7.3311791020277
70,1,-8.08176210352372
70,1,-6.43560806359315
70,1,-7.22533178830078
70,1,-7.14888392436579
70,1,-7.06445337184934
70,1,-7.85623545843112
70,1,-7.25654808628081
70,1,-7.85401930243137
70,1,-7.27071036181505
70,1,-7.47143925596028
70,1,-7.31167069403458
70,1,-7.1742864112043
70,1,-7.45202723606275
70,1,-7.0431893302122
70,1,-6.66086717017599
70,1,-7.76062886978519
70,1,-7.3373071075407
70,1,-7.65235985826473
70,1,-7.60407488218539
70,1,-7.12079933329403
70,1,-7.8970574281899
70,1,-7.31062433034181
70,1,-7.43113105762046
70,1,-7.30167082516215
70,1,-7.28606580096724
70,1,-6.77481027954311
70,1,-7.0255362854506
70,1,-7.39095097113782
70,1,-7.08263911883206
70,1,-6.66938221311199
70,1,-7.48110986744753
70,1,-7.3637819356309
70,1,-7.40146548304802
70,1,-6.81390997713181
70,1,-7.26410858598051
70,1,-7.31090458947173
70,1,-8.08249546103761
70,1,-6.87088564288101
70,1,-6.21621643007668
70,1,-7.10207705875683
70,1,-7.0094739739929
70,1,-6.53092846574348
70,1,-7.53210887972786
70,1,-7.64766645851146
70,1,-7.74351289143015
70,1,-7.44306022972167
70,1,-8.55833786884569
70,1,-7.46911653347577
70,1,-6.82870995596891
70,1,-7.71557800755034
70,1,-7.2061528179699
70,1,-7.24466713033538
70,1,-8.02216647489995
70,1,-7.14025971401713
70,1,-6.93467712747284
