"K","holdout","lik"
80,1,-7.10109917384006
80,1,-6.39473049875861
80,1,-7.15659578603476
80,1,-7.25915565945383
80,1,-8.41893984625804
80,1,-7.08956120499078
80,1,-6.26687981181832
80,1,-7.37688152074843
80,1,-6.90805510985804
80,1,-7.36949007485255
80,1,-7.64914754243945
80,1,-6.91973839342504
80,1,-7.14855016241202
80,1,-6.69456674372792
80,1,-8.41002820147109
80,1,-6.83569449480334
80,1,-7.58342208834972
80,1,-6.99093296125297
80,1,-6.45432254476501
80,1,-8.12747188748128
80,1,-7.45432907505952
80,1,-7.43901011553315
80,1,-6.75622316858138
80,1,-7.1090550272791
80,1,-7.49424884539113
80,1,-6.77908774335323
80,1,-6.88675492644474
80,1,-7.19505736656617
80,1,-6.65376541552356
80,1,-6.81127016776279
80,1,-6.76999859596713
80,1,-6.97469786277717
80,1,-7.86173267915483
80,1,-7.79143134134572
80,1,-5.52773674145702
80,1,-9.11750563854561
80,1,-6.71501751753366
80,1,-6.9575978966111
80,1,-7.38255760505829
80,1,-6.7809721761122
80,1,-8.25087591941467
80,1,-7.84517866158571
80,1,-7.18636848345207
80,1,-6.49537133656474
80,1,-6.8069573741101
80,1,-6.88031447401779
80,1,-7.54692395981109
80,1,-7.53422593338356
80,1,-7.16040927917365
80,1,-7.12874352263115
80,1,-7.83582071796805
80,1,-6.14820802590943
80,1,-6.82652945511328
80,1,-7.28228804925947
80,1,-7.67053099139209
80,1,-6.57896494091055
80,1,-6.8637044282737
80,1,-6.75084215292091
80,1,-6.61504067517705
80,1,-7.82766694160452
80,1,-6.90618788432726
80,1,-6.68956233817235
80,1,-7.06682923002545
80,1,-7.17770913259651
80,1,-6.74645658557213
80,1,-7.25657956723552
80,1,-7.28257447176317
80,1,-7.80283426612276
80,1,-6.90832485494157
80,1,-7.59493698857763
80,1,-6.64539642897354
80,1,-7.19434483547292
80,1,-7.34775995552071
80,1,-7.03326816428027
80,1,-6.78927344527179
80,1,-6.60717963468192
80,1,-6.5695898690437
80,1,-7.69362716653837
80,1,-6.91666772451405
80,1,-7.13478396918192
80,1,-7.16875066681528
80,1,-6.40028143530762
80,1,-6.85799460103307
80,1,-7.93207024450316
80,1,-7.76693495387671
80,1,-7.47205546512447
80,1,-7.72630550480929
80,1,-6.96529048637889
80,1,-7.53485437918676
80,1,-7.22595015181668
80,1,-7.5044296180146
80,1,-7.48528518378282
80,1,-6.84731899812663
80,1,-7.13741370935108
80,1,-6.73065545595889
80,1,-8.22925577933716
80,1,-6.83122383570749
80,1,-7.43790266074874
80,1,-6.98755588484611
80,1,-7.73597222262083
80,1,-7.25497456744363
80,1,-6.71850614756023
80,1,-7.38656027981702
80,1,-7.51488872250544
80,1,-7.8578380805314
80,1,-6.78012892352986
80,1,-7.16697768295208
80,1,-7.34905796082202
80,1,-6.3493864211487
80,1,-6.92340034915577
80,1,-7.87867878276451
80,1,-6.52367251491137
80,1,-7.07926076654283
80,1,-7.963597710903
80,1,-8.27080404308471
80,1,-8.11211505568163
80,1,-7.04035045869397
80,1,-7.46227557610324
80,1,-6.99936310090223
80,1,-6.5235197916727
80,1,-6.17743896612971
80,1,-7.5860517859021
80,1,-7.25681507988616
80,1,-6.86603298405948
80,1,-7.43866154672641
80,1,-6.21867337104763
80,1,-7.1763182437318
80,1,-7.49863409610196
80,1,-7.26901421044795
80,1,-7.18769806861819
80,1,-6.03786989215589
80,1,-7.70742210279823
80,1,-6.6957972499982
80,1,-7.35486815722822
80,1,-6.89449412765292
80,1,-7.35574235353049
80,1,-7.72932925227082
80,1,-6.80590414712619
80,1,-7.03174644605161
80,1,-7.22074558574039
80,1,-7.41517923866036
80,1,-7.35992445883942
80,1,-7.10537948692461
80,1,-7.56237030559498
80,1,-6.91110729344964
80,1,-7.79262246273905
80,1,-7.17254456658963
80,1,-6.04166796660413
80,1,-7.04455102294929
80,1,-7.36578626999488
80,1,-7.59616851333821
80,1,-7.032447837414
80,1,-6.57053079474184
80,1,-7.40669016158198
80,1,-7.46533036717494
80,1,-7.47284888188701
80,1,-7.1739124454263
80,1,-7.62428543901395
80,1,-6.71168848073492
80,1,-7.68919879243343
80,1,-6.53954373058554
80,1,-5.91423062292402
80,1,-7.76310641495177
80,1,-7.73878152997563
80,1,-7.51335895299537
80,1,-7.57061244868604
80,1,-7.39696542895871
80,1,-6.66621652958798
80,1,-5.42918509530464
80,1,-7.53190054375005
80,1,-7.36516294041878
80,1,-6.97219361861728
80,1,-6.26142287082927
80,1,-6.79345452067372
80,1,-6.59324046915845
80,1,-8.24503177619787
80,1,-7.72787620551663
80,1,-6.64524813115881
80,1,-7.54708250335783
80,1,-7.4519147899222
80,1,-7.08499438468292
80,1,-7.38945982633903
80,1,-7.87327890840578
80,1,-8.33209303812763
80,1,-8.10189010798407
80,1,-8.00416674382418
80,1,-7.24619918771685
80,1,-7.71512233213245
80,1,-7.02901985234801
80,1,-7.29932857403
80,1,-7.89489318491779
80,1,-7.85117047661442
80,1,-7.0171200748059
80,1,-7.83622013822473
80,1,-7.63661240222654
80,1,-7.79163076053901
80,1,-7.22560872339885
80,1,-8.31955868816655
80,1,-7.65478295825125
80,1,-6.19643008848053
80,1,-8.24290894427027
80,1,-7.31737922974116
80,1,-7.50607139148242
80,1,-6.94111732325443
80,1,-6.85852354670551
80,1,-6.76915111764679
80,1,-7.24290580714711
80,1,-8.10626224198441
80,1,-8.09405306887166
80,1,-6.64583067075793
80,1,-8.73113762231275
80,1,-7.91002818008672
80,1,-7.31446587837263
80,1,-6.56841932075586
80,1,-7.40766462219033
80,1,-7.12107914040043
80,1,-7.01310548456115
80,1,-7.63336746793969
80,1,-6.87249146433629
80,1,-8.09036154369495
80,1,-6.65687828085341
80,1,-7.46859125417679
80,1,-7.65060996516797
80,1,-7.62775050096912
80,1,-7.4135421496369
80,1,-8.2878317483612
80,1,-7.8255208025065
80,1,-7.64690351858878
80,1,-7.54067197940203
80,1,-7.20231251892398
80,1,-6.67450586328295
80,1,-7.19265988267967
80,1,-6.82065085686574
80,1,-6.31538961939988
80,1,-7.32992257178559
80,1,-7.2149790507329
80,1,-6.76237357893814
80,1,-7.2812247984701
80,1,-5.9688492874505
80,1,-7.3537670122145
80,1,-6.37374713453788
80,1,-6.77121424855014
80,1,-7.14729303535408
80,1,-7.16250398307587
80,1,-6.84290370716948
80,1,-7.35366883963053
80,1,-7.27067045416473
80,1,-7.47035831947495
80,1,-7.55446564220493
80,1,-7.14086919387814
80,1,-7.61220370180403
80,1,-7.80463674633523
80,1,-7.69701046950364
80,1,-7.85764012791814
80,1,-7.6581834695608
80,1,-7.1405037409858
80,1,-7.31058044335199
80,1,-7.14088368395167
80,1,-6.5166066182794
80,1,-7.31753900534569
80,1,-7.52353642373079
80,1,-8.15079153607221
80,1,-7.34946438148492
80,1,-7.44504163000979
80,1,-7.69527857660302
80,1,-7.66623817960702
80,1,-6.94606639259593
80,1,-7.51676165118036
80,1,-7.19115092543126
80,1,-7.55528210839548
80,1,-6.80921837854664
80,1,-7.28319312611178
80,1,-7.40758309744692
80,1,-6.73347963454237
80,1,-6.89756867770599
80,1,-7.18092608042467
80,1,-7.03545329524949
80,1,-7.87793053282759
80,1,-7.52448450253819
80,1,-7.73922759457483
80,1,-7.29165552911962
80,1,-6.78823583309448
80,1,-6.4586003862967
80,1,-8.07820090519905
80,1,-6.75331073394132
80,1,-7.12199090677062
80,1,-6.63713626980561
80,1,-7.80172073325683
80,1,-6.37091564971405
80,1,-6.97451461829824
80,1,-8.5935115870324
80,1,-7.79517544281705
80,1,-7.32773585516526
80,1,-6.99054465531475
80,1,-7.72524543098087
80,1,-6.48921939385943
80,1,-6.30285166123872
80,1,-8.0981399178512
80,1,-8.50991589374152
80,1,-6.263044326193
80,1,-8.23332565886837
80,1,-7.11331268378709
80,1,-7.56305847198934
80,1,-7.84978698433213
80,1,-8.03029559160237
80,1,-8.14167311130839
80,1,-7.13003751559653
80,1,-7.18768901750089
80,1,-6.98625205319699
80,1,-7.42668149936622
80,1,-6.53774734388957
80,1,-7.56843620056705
80,1,-8.32435988258436
80,1,-7.6767860899865
80,1,-6.66984516049087
80,1,-6.30059155782338
80,1,-7.36733261611881
80,1,-7.27523421067749
80,1,-7.50058887394184
80,1,-7.0908778151961
80,1,-7.07951948248481
80,1,-7.12610271639887
80,1,-7.40727684536968
80,1,-6.39400106238704
80,1,-7.73374724577715
80,1,-7.30246618400375
80,1,-7.60659775815024
80,1,-7.18498643166835
80,1,-6.70741821556867
80,1,-7.51158076999852
80,1,-6.81809423630391
80,1,-6.46115377144751
80,1,-6.62702858184108
80,1,-7.76917196411045
80,1,-7.4558699930701
80,1,-7.33870012959531
80,1,-6.86892021028495
80,1,-7.75451724736951
80,1,-7.22320488002719
80,1,-6.75977363716158
80,1,-6.58250752514002
80,1,-6.54102982708024
80,1,-5.72421713671884
80,1,-7.03061249527894
80,1,-6.86940595144666
80,1,-7.46893071233157
80,1,-7.44418494377856
80,1,-8.13549619260749
80,1,-7.69203766819174
80,1,-7.27064452836477
80,1,-7.49181868997489
80,1,-7.71634487225022
80,1,-7.15071944897743
80,1,-6.7118833512014
80,1,-7.84901173386828
80,1,-7.0609131493889
80,1,-7.40394715069119
80,1,-7.32251164898194
80,1,-7.61313275994273
80,1,-8.09859397878833
80,1,-6.91043549816279
80,1,-8.78660413053243
80,1,-7.23849521426268
80,1,-6.1357327453171
80,1,-7.28843114761509
80,1,-7.56919982479861
80,1,-7.48313257633839
80,1,-7.1113274366076
80,1,-7.84389758498692
80,1,-7.88396782028443
80,1,-9.04266901148054
80,1,-8.09287609880041
80,1,-6.89948203526869
80,1,-6.44693438581905
80,1,-6.63095041993462
80,1,-7.53857751607109
80,1,-7.69371787776034
80,1,-7.88457645399701
80,1,-6.96970023632178
80,1,-7.47274519173423
80,1,-7.08790225073297
80,1,-6.61578071963337
80,1,-5.94607666970817
80,1,-6.21861939201105
80,1,-7.12512620261617
80,1,-6.48610564030228
80,1,-7.50582569477169
80,1,-7.17515390912557
80,1,-6.84696470711617
80,1,-7.99350818281683
80,1,-6.81282139922547
80,1,-7.46710253896582
80,1,-7.45075318771863
80,1,-7.58206250332151
80,1,-7.07185882539283
80,1,-7.54242593970079
80,1,-6.973652356482
80,1,-7.1147046648719
80,1,-7.74307565324955
80,1,-7.19738130567882
80,1,-7.79774240566069
80,1,-7.41661746670636
80,1,-6.69397350228733
80,1,-7.21601443653646
80,1,-6.94378595420411
80,1,-6.99033329066527
80,1,-7.08691058886215
80,1,-7.52588667647875
80,1,-8.40594088891019
80,1,-7.03713252594798
80,1,-7.23795107323051
80,1,-6.15648122519917
80,1,-7.11463262433828
80,1,-7.78755206640219
80,1,-6.68372331683997
80,1,-7.6473594200791
80,1,-7.35279125784565
80,1,-7.83211428184708
80,1,-7.56493541871839
80,1,-7.57145508788902
80,1,-6.60450515467423
80,1,-6.50659515471758
80,1,-7.45522139242321
80,1,-7.79376816797071
80,1,-7.46141328913853
80,1,-7.06299575021314
80,1,-7.01245061202293
80,1,-6.89804307580517
80,1,-6.88186581873179
80,1,-6.83325871238607
80,1,-7.13287730200708
80,1,-7.11617179446369
80,1,-7.31518810822604
80,1,-6.92962855022135
80,1,-6.957452034043
80,1,-7.67834223056917
80,1,-6.87217237371538
80,1,-7.8150512784503
80,1,-7.70710201914784
80,1,-6.69798759942671
80,1,-8.08993056597883
80,1,-7.18478761253964
80,1,-7.15215402046741
80,1,-8.2143196925748
80,1,-7.08080606598437
80,1,-6.94860565112326
80,1,-7.25304398924415
80,1,-7.00880147113909
80,1,-7.5136393394418
80,1,-6.75205703095956
80,1,-7.3493323668312
80,1,-7.06680126382539
80,1,-7.35595264511833
80,1,-6.8777523410632
80,1,-7.72253804272468
80,1,-7.31903584232235
80,1,-6.54754831235189
80,1,-7.6706700145958
80,1,-7.40347742065984
80,1,-7.64494477425945
80,1,-7.78495043739068
80,1,-8.13620807799755
80,1,-6.95598231907297
80,1,-7.25534524232372
80,1,-7.66873018403933
80,1,-6.67850774314664
80,1,-8.3556591397492
80,1,-7.2524353832822
80,1,-7.23217500311678
80,1,-7.30127165204445
80,1,-8.67974524340805
80,1,-8.08703707817058
80,1,-7.59437801821924
80,1,-7.37534813899757
80,1,-7.01123992670781
80,1,-6.97782144108174
80,1,-8.33184359843583
80,1,-7.29863649671673
80,1,-7.67923934288369
80,1,-7.79557377822907
80,1,-7.66770513864224
80,1,-7.01495075605876
80,1,-9.40183828130346
80,1,-6.84609534180314
80,1,-7.64291784104289
80,1,-6.98363903089878
80,1,-6.94715437336606
80,1,-6.93771513203908
80,1,-6.75579282318712
80,1,-7.80232981501827
80,1,-7.99397579966842
80,1,-7.09432099071103
80,1,-7.73014171516555
80,1,-6.66702429986713
80,1,-7.05358553154311
80,1,-7.43458377022462
80,1,-7.84744995586848
80,1,-7.24085173577402
80,1,-7.54377999357634
80,1,-7.38678047393798
80,1,-6.94565484660867
80,1,-7.06329518680057
80,1,-8.98275508151186
80,1,-7.17812271418931
80,1,-7.55871246602397
80,1,-7.67813265795452
80,1,-6.89501776913111
80,1,-6.9480901757801
80,1,-7.5328831780752
80,1,-7.31514676355657
80,1,-7.04930869185152
80,1,-6.98547787930801
80,1,-7.90524043449217
80,1,-6.78637383453288
80,1,-7.80486150158698
80,1,-8.15527479049225
80,1,-7.87317350408229
80,1,-6.51985069988932
80,1,-6.91514905053055
80,1,-8.01660031489429
80,1,-7.54264692089665
80,1,-7.37925078323084
80,1,-7.17616080143448
80,1,-6.96322341911721
80,1,-7.94808184074338
80,1,-7.15142614145254
80,1,-7.76925198196615
80,1,-8.09972026898339
80,1,-7.68401522040467
80,1,-8.247842951078
80,1,-7.07482913393758
80,1,-7.13245629159253
80,1,-6.89995175245778
80,1,-7.13156303827226
80,1,-7.88966878226907
80,1,-8.43850921505982
80,1,-7.44561677288334
80,1,-7.46034796545875
80,1,-7.05909724166103
80,1,-7.1656995959487
80,1,-8.2252440234958
80,1,-8.03868865004713
80,1,-7.880058947906
80,1,-7.50416461836335
80,1,-6.47024339333987
80,1,-7.7301261483361
80,1,-8.59006600927571
80,1,-7.27626798313586
80,1,-7.60771318264223
80,1,-8.14445182499775
80,1,-7.60614779094592
80,1,-7.10878739752875
80,1,-7.85075096498724
80,1,-7.82213136242361
80,1,-7.31896740646741
80,1,-7.53027552137325
80,1,-7.05251751907364
80,1,-6.50302471703707
80,1,-7.36545461851472
80,1,-7.66816603275484
80,1,-6.6086331611803
80,1,-7.86046774913387
80,1,-6.58493280873345
80,1,-7.48596353105098
80,1,-6.71510139883114
80,1,-7.78435485336988
80,1,-6.80249387058302
80,1,-7.24561132527193
80,1,-7.59859077906411
80,1,-7.2987810234195
80,1,-7.03096276530381
80,1,-6.76509284221688
80,1,-7.09364512899759
80,1,-7.97462494831746
80,1,-7.35137968343347
80,1,-7.39169339564853
80,1,-6.83860969744446
80,1,-7.077282435449
80,1,-7.81308078055566
80,1,-6.79899897950789
80,1,-7.36603309539825
80,1,-7.04907289573634
80,1,-6.40173890456828
80,1,-7.57272876922092
80,1,-7.15820815903301
80,1,-8.72495139375141
80,1,-7.76100701997127
80,1,-6.49191515732866
80,1,-6.83448737908606
80,1,-8.13422709842876
80,1,-7.52347156488104
80,1,-7.42584074044055
80,1,-5.91971215974526
80,1,-7.431323794447
80,1,-6.49070814067425
80,1,-6.40215123530352
80,1,-6.97648403215437
80,1,-7.12924596337086
80,1,-7.06320057355093
80,1,-6.70469804654763
80,1,-6.95344507458437
80,1,-7.70284368472796
80,1,-7.61562231638266
80,1,-7.37062054108731
80,1,-7.41701870702228
80,1,-6.78718353410356
80,1,-7.84831255284818
80,1,-7.31019239981749
80,1,-6.79926932486071
80,1,-6.9489821199907
80,1,-6.53351633920516
80,1,-6.27224533928672
80,1,-7.47906201349096
80,1,-7.2360538408096
80,1,-7.43650884304331
80,1,-6.87916817262173
80,1,-7.25232452357708
80,1,-7.77334885055691
80,1,-7.10843271018901
80,1,-6.93789825056551
80,1,-7.67175934495947
80,1,-7.27364088126291
80,1,-7.2967252783064
80,1,-8.32353960346509
80,1,-6.55440687329819
80,1,-7.47997459179157
80,1,-6.56538753609499
80,1,-7.39103568843263
80,1,-7.19275560271073
80,1,-6.75835655904692
80,1,-8.07527034745956
80,1,-7.7308294194842
80,1,-7.68546187676488
80,1,-6.2055021685908
80,1,-6.65913591346527
80,1,-6.94089487215494
80,1,-7.14027429675309
80,1,-6.84315143456288
80,1,-6.74899625165091
80,1,-7.10598918114752
80,1,-7.54452717501503
80,1,-7.22859112664065
80,1,-6.77117934642776
80,1,-7.49637179459828
80,1,-7.16491114073758
80,1,-8.1917846010963
80,1,-6.74869182680929
80,1,-6.96289799551238
80,1,-7.92884461855231
80,1,-6.55623151991035
80,1,-7.36687115603477
80,1,-6.41113377874394
80,1,-7.13452526069531
80,1,-6.40585339082015
80,1,-6.81417411421822
80,1,-7.00607499977359
80,1,-7.84767120016542
80,1,-7.65072729770875
80,1,-7.27554373786568
80,1,-7.85537397006263
80,1,-7.42828024154554
80,1,-6.97108174893608
80,1,-6.515979298035
80,1,-6.9654564315568
80,1,-6.98012849567111
80,1,-7.38264448890168
80,1,-7.53051464720111
80,1,-6.87225831502227
80,1,-6.84889299333478
80,1,-6.54909876214035
80,1,-7.38477610910135
80,1,-7.69895476868712
80,1,-7.08226205656788
80,1,-7.98196937793377
80,1,-7.60407695849818
80,1,-7.48300546183018
80,1,-7.62220884265473
80,1,-7.54341725789252
80,1,-7.36415712618298
80,1,-7.3225866510123
80,1,-7.3129795774261
80,1,-6.8253851923206
80,1,-6.79863643741525
80,1,-7.59503296117712
80,1,-7.46269821647305
80,1,-7.01742595494263
80,1,-7.74076379984089
80,1,-7.25293282100277
80,1,-7.86565954502644
80,1,-6.72680736145422
80,1,-8.17795663662115
80,1,-6.9706607528141
80,1,-6.68995410702352
80,1,-7.52685832169889
80,1,-6.15836551872349
80,1,-6.6857471742459
80,1,-7.75318987395882
80,1,-7.10726369269239
80,1,-7.45081908736353
80,1,-7.27225991548588
80,1,-6.63463061634841
80,1,-7.29132018448928
80,1,-7.47775973321768
80,1,-6.77556731790408
80,1,-6.91395035947798
80,1,-7.14458203132279
80,1,-7.18651537635319
80,1,-7.49181283210405
80,1,-7.47749082375285
80,1,-7.69928042308684
80,1,-7.44016692445068
80,1,-7.30861904212295
80,1,-7.39402900718924
80,1,-7.8263100758546
80,1,-7.36132363887839
80,1,-7.39802618802617
80,1,-7.82239951882896
80,1,-7.02108590320982
80,1,-7.74583540824476
80,1,-7.24219308530223
80,1,-6.72926549937179
80,1,-7.4906840407377
80,1,-7.23932332837051
80,1,-6.89346808881882
80,1,-7.65458309993864
80,1,-7.24050352839604
80,1,-7.50529324303898
80,1,-7.33980635621656
80,1,-7.38617416978808
80,1,-7.17350764229462
80,1,-7.00942660256158
80,1,-6.55163646512541
80,1,-6.83455247225951
80,1,-7.62888493721572
80,1,-7.32776277028983
80,1,-6.78965574364245
80,1,-7.86504852307679
80,1,-7.60425888071407
80,1,-7.7562261185622
80,1,-8.16328088051924
80,1,-7.35441844763231
80,1,-7.71236795122676
80,1,-6.93029203931829
80,1,-8.61721050761565
80,1,-7.23633688958891
80,1,-7.15985708400371
80,1,-7.45590082385769
80,1,-7.05858568953715
80,1,-7.98245087172081
80,1,-7.16327890323338
80,1,-7.56047845190306
80,1,-7.22444013543936
80,1,-6.6903218481196
80,1,-6.828231136229
80,1,-5.58765064554265
80,1,-7.75174578085771
80,1,-8.12010167636475
80,1,-7.32489870997388
80,1,-8.34861677194714
80,1,-7.30585060454702
80,1,-6.37208825316502
80,1,-6.95730968322905
80,1,-7.33942436429865
80,1,-6.89301258583286
80,1,-6.9394307771833
80,1,-8.03282621808989
80,1,-7.42038342307965
80,1,-7.64408662621442
80,1,-6.87797452355084
80,1,-7.63601151466699
80,1,-7.17785076076492
80,1,-7.19314448831345
80,1,-7.66499808273354
80,1,-5.65702139535104
80,1,-6.25667394275132
80,1,-6.91612902004325
80,1,-7.28169872761858
80,1,-7.30060194483392
80,1,-8.27131297564806
80,1,-7.43451139332522
80,1,-6.49155550778219
80,1,-7.0274394160698
80,1,-7.14127160214267
80,1,-6.87387133405686
80,1,-7.84127887205954
80,1,-7.30503078971139
80,1,-7.43935129435361
80,1,-6.27510010559967
80,1,-7.86038159352399
80,1,-7.19238000854979
80,1,-6.64612546360152
80,1,-7.42082734462219
80,1,-7.69366847900849
80,1,-7.11375936919696
80,1,-6.97785290301566
80,1,-7.25046719618494
80,1,-6.72649904497042
80,1,-7.41508006446089
80,1,-7.76404292658782
80,1,-7.87026686874294
80,1,-7.53950705599402
80,1,-7.48434677213257
80,1,-8.91962339851721
80,1,-6.53799045663426
80,1,-7.5013858320966
80,1,-7.3994709912082
80,1,-7.3196480177946
80,1,-7.0875607573749
80,1,-7.83070238385277
80,1,-8.53401421396811
80,1,-6.74378444238874
80,1,-7.04694208016087
80,1,-7.28626027158768
80,1,-6.93079314714744
80,1,-7.31020709021582
80,1,-7.43676454834869
80,1,-7.45938896878299
80,1,-7.04545943111406
80,1,-7.11511839916974
80,1,-6.89433403947042
80,1,-6.78303013867025
80,1,-6.80708612443951
80,1,-8.03734193967047
80,1,-7.30576913543599
80,1,-7.21817616323722
80,1,-7.69627234469272
80,1,-6.9490352668673
80,1,-6.98711120733835
80,1,-7.48288472863239
80,1,-6.94976082382059
80,1,-6.91495850615858
80,1,-7.68217299103317
80,1,-8.53415126492745
80,1,-7.04827285219946
80,1,-6.03001441069745
80,1,-6.25208926039044
80,1,-7.00746336266347
80,1,-7.61569638656545
80,1,-6.99394913402797
80,1,-8.13313242403805
80,1,-7.35997701305817
80,1,-6.48784459357095
80,1,-7.64061389862828
80,1,-7.001959720242
80,1,-8.31964290382299
80,1,-6.59096583552417
80,1,-6.56443317150845
80,1,-6.15348635250575
80,1,-6.80340955186924
80,1,-7.33832011963557
80,1,-7.10945569834171
80,1,-6.85884870749695
80,1,-5.70519901918562
80,1,-6.81593021036891
80,1,-7.79632755015413
80,1,-6.96446934362447
80,1,-8.07869109725659
80,1,-7.04177202949759
80,1,-5.9744693892642
80,1,-6.81982595891324
80,1,-7.57388382444359
80,1,-6.21710216819984
80,1,-6.68646264233203
80,1,-6.69003660380402
80,1,-7.97093077746332
80,1,-7.38261242085685
80,1,-7.40926444639206
80,1,-7.02942940762594
80,1,-6.81786980582279
80,1,-7.0966610465911
80,1,-7.49878734190293
80,1,-7.94934560495855
80,1,-8.10244530923789
80,1,-6.87099650975
80,1,-6.73622247440517
80,1,-6.68841066405102
80,1,-7.27007662895481
80,1,-7.18940537106036
80,1,-7.55342126566511
80,1,-7.79768751931493
80,1,-7.170425569958
80,1,-7.1260248848685
80,1,-7.14736545381678
80,1,-7.44739309649886
80,1,-7.32546402069644
80,1,-6.68452342215687
80,1,-6.48006465121526
80,1,-6.40258038674201
80,1,-7.42044055444462
80,1,-7.47432770040788
80,1,-7.5763161161127
80,1,-8.07392695198312
80,1,-7.59942318401098
80,1,-7.82609900458397
80,1,-7.60775161377077
80,1,-7.53754983537411
80,1,-7.02070085443316
80,1,-7.60185576359452
80,1,-7.29391412983438
80,1,-6.72479753316566
80,1,-7.86467368760054
80,1,-7.84879942235091
80,1,-7.37914511581979
80,1,-7.05513148167659
80,1,-6.27330025867961
80,1,-7.06972380827545
80,1,-7.87817923292979
80,1,-8.05510261164003
80,1,-7.00386775062353
80,1,-7.12167832580687
80,1,-6.82988707567227
80,1,-7.28846055224714
80,1,-7.77555964196234
80,1,-6.90091181954345
80,1,-7.39777167612008
80,1,-7.26871451681241
80,1,-7.57596111457045
80,1,-7.42438590898824
80,1,-6.62109322381662
80,1,-8.25041131474556
80,1,-7.37717430989891
80,1,-6.75988725906339
80,1,-7.23733198147644
80,1,-6.79702293135938
80,1,-6.91825052456356
80,1,-7.104761951929
80,1,-7.58651526996295
80,1,-7.16874408927293
80,1,-7.73462433323561
80,1,-8.14217946275574
80,1,-6.39057161267302
80,1,-8.27080354254344
80,1,-7.38598969353548
80,1,-8.72345830358685
80,1,-7.63063267061764
80,1,-6.91406621442781
80,1,-7.79811190933884
80,1,-6.98936594714707
80,1,-7.54499811643893
80,1,-6.95774784905853
80,1,-7.30642600379676
80,1,-6.58457840503315
80,1,-6.93277422100509
80,1,-7.72989656790543
80,1,-7.05985988122394
80,1,-7.231006159045
80,1,-8.32124193490078
80,1,-7.61315495594572
80,1,-7.29353211645172
80,1,-6.4373212538492
80,1,-6.87216925386558
80,1,-7.83334885620115
80,1,-6.45918827965161
80,1,-7.22496226702714
80,1,-6.74772311929082
80,1,-6.99143914301709
80,1,-7.3960881744405
80,1,-7.33117097567609
80,1,-7.77337857818052
80,1,-7.71804647797149
80,1,-6.59087160324819
80,1,-6.48023729605712
80,1,-7.5840763992668
80,1,-7.45906865475509
80,1,-7.8030478541908
80,1,-7.54358812600537
80,1,-6.81284172172883
80,1,-6.78519002577708
80,1,-7.79127928006587
80,1,-6.74068385939149
80,1,-8.26144963144797
80,1,-7.25953341788686
80,1,-7.33871543265843
80,1,-7.77344766472902
80,1,-7.44406577646908
80,1,-7.12101830249714
80,1,-7.05366476933921
80,1,-7.29343764663042
80,1,-7.66774477858349
80,1,-6.97485454971331
80,1,-6.87445733229549
80,1,-6.99130786318258
80,1,-7.72218254097322
80,1,-7.39350592829795
80,1,-5.36104831804743
80,1,-7.76343202704856
80,1,-7.14166417452606
80,1,-8.20908703559223
80,1,-7.98453438670657
80,1,-6.94434275969491
80,1,-7.20481893363773
80,1,-7.39230838358468
80,1,-7.58406768859553
80,1,-7.15358787807903
80,1,-6.57636308678953
80,1,-8.40978888409809
80,1,-8.07083090601559
80,1,-7.49727509283172
80,1,-7.48291486783683
80,1,-7.49725455966213
80,1,-7.3323529823175
80,1,-6.74923597639957
80,1,-7.13429100315481
80,1,-7.03352486976301
80,1,-6.93131021375539
80,1,-7.18135718627422
80,1,-7.82347448884459
80,1,-7.20178880606304
80,1,-7.7800605138009
80,1,-7.43917045640468
80,1,-7.56109539107287
80,1,-7.80521491400768
80,1,-6.96195657469101
80,1,-6.95947214673132
80,1,-7.73215277603887
80,1,-7.68572465640938
80,1,-7.8572736035162
80,1,-7.17941781794853
80,1,-7.72365091373564
80,1,-7.20763163759675
80,1,-8.58375116373459
80,1,-6.82557919028999
80,1,-6.2724575763691
80,1,-6.47743060711289
80,1,-7.38015800720591
80,1,-7.33251148002598
80,1,-7.7142613879947
80,1,-6.56224431395967
80,1,-7.45078400105087
80,1,-6.15133432023378
80,1,-7.32710892881179
80,1,-7.28031536853606
80,1,-6.62553217781781
80,1,-6.84340805134018
80,1,-7.62808721941732
80,1,-7.1703871638518
80,1,-7.78654436338793
80,1,-7.42526852027789
80,1,-7.31387201948218
80,1,-7.28510220992745
80,1,-7.35978603626748
80,1,-6.35194262448376
80,1,-6.76224911181631
80,1,-6.62952094232423
80,1,-7.0086442969565
80,1,-7.54657811618687
80,1,-7.63419960019702
80,1,-7.69565972880432
80,1,-8.13246421929667
80,1,-7.02729268975305
80,1,-6.60770289610036
80,1,-7.30487725596938
80,1,-7.22293821305233
80,1,-6.66644539631965
80,1,-7.39083199472287
80,1,-7.10954166830627
80,1,-7.92387698062475
80,1,-7.77519736255716
80,1,-7.19596088806688
80,1,-7.61657392094675
80,1,-6.82325908855036
80,1,-6.96768888817625
80,1,-7.66617014812879
80,1,-5.68265026048319
80,1,-7.39232222230005
80,1,-7.36224407803104
80,1,-8.25384391490009
80,1,-7.97895999376992
80,1,-7.41253572231332
80,1,-7.82911234148629
80,1,-5.70193766913142
80,1,-8.04166776974625
80,1,-7.4608367680879
80,1,-6.82213698694893
80,1,-7.70570305999428
80,1,-7.20027595465294
80,1,-7.04425491033555
